match_id,innings,over,striker_id,propensity,phase,striker_batting_position
M0006,2,2,Batter_003,0.268189107214465,powerplay,2
M0006,2,2,Batter_003,0.178184924396577,powerplay,2
M0006,2,2,Batter_003,0.178184924396577,powerplay,2
M0006,2,2,Batter_023,0.178743445124209,powerplay,1
M0006,2,2,Batter_023,0.245015039069931,powerplay,1
M0006,2,3,Batter_003,0.37638070233511,powerplay,2
M0006,2,3,Batter_003,0.193851089976398,powerplay,2
M0006,2,3,Batter_023,0.205198080534695,powerplay,1
M0006,2,3,Batter_003,0.37638070233511,powerplay,2
M0006,2,3,Batter_023,0.199672259995209,powerplay,1
M0006,2,3,Batter_003,0.193851089976398,powerplay,2
M0006,2,4,Batter_003,0.185576696103619,powerplay,2
M0006,2,4,Batter_003,0.300736517104036,powerplay,2
M0006,2,4,Batter_023,0.235009716148118,powerplay,1
M0006,2,4,Batter_023,0.184717079365654,powerplay,1
M0006,2,4,Batter_023,0.184717079365654,powerplay,1
M0006,2,4,Batter_023,0.235009716148118,powerplay,1
M0006,2,5,Batter_023,0.192204180254647,powerplay,1
M0006,2,5,Batter_023,0.207163764744103,powerplay,1
M0006,2,5,Batter_003,0.40440296578871,powerplay,2
M0006,2,5,Batter_003,0.201355436665481,powerplay,2
M0006,2,5,Batter_023,0.207163764744103,powerplay,1
M0006,2,5,Batter_023,0.192204180254647,powerplay,1
M0007,1,0,Batter_023,0.306134220500147,powerplay,2
M0007,1,0,Batter_023,0.571654160218177,powerplay,2
M0007,1,1,Batter_023,0.105461408374808,powerplay,2
M0007,1,1,Batter_003,0.747647703366221,powerplay,3
M0007,1,1,Batter_023,0.105611414310022,powerplay,2
M0007,1,1,Batter_023,0.105611414310022,powerplay,2
M0007,1,2,Batter_023,0.562198193948378,powerplay,2
M0007,1,2,Batter_023,0.293112979775963,powerplay,2
M0007,1,2,Batter_003,0.191389359713362,powerplay,3
M0007,1,2,Batter_003,0.343038981823407,powerplay,3
M0007,1,2,Batter_023,0.293112979775963,powerplay,2
M0007,1,2,Batter_023,0.293112979775963,powerplay,2
M0007,1,3,Batter_003,0.86659571292746,powerplay,3
M0007,1,3,Batter_003,0.881229191163744,powerplay,3
M0007,1,3,Batter_023,0.0394773229960716,powerplay,2
M0007,1,3,Batter_003,0.881229191163744,powerplay,3
M0007,1,3,Batter_003,0.86659571292746,powerplay,3
M0007,1,3,Batter_023,0.0340431016874343,powerplay,2
M0007,1,4,Batter_023,0.103737019624947,powerplay,2
M0007,1,4,Batter_023,0.102689817560467,powerplay,2
M0007,1,4,Batter_003,0.799709593512929,powerplay,3
M0007,1,4,Batter_003,0.770043883629072,powerplay,3
M0007,1,4,Batter_003,0.799709593512929,powerplay,3
M0007,1,5,Batter_003,0.775002059970264,powerplay,3
M0007,1,5,Batter_003,0.775002059970264,powerplay,3
M0007,1,5,Batter_003,0.804538290802117,powerplay,3
